DM_INSTITUCION_COD_INSTITUCION,NOMBRE,CCB_NIT_INST,ORDEN,SUBORDEN,NIVEL_INSTITUCION,CLASIFICACION_ORGANICA,SECTOR,NATURALEZA_JURIDICA,TIPO_INSTITUCION,IDMUNICIPIO,MUNICIPIO,IDDEPARTAMENTO,DEPARTAMENTO,DIRECCION,FAX,EMAIL,CCB_TELEFONO,CCB_PAGINA_WEB,LONGITUD,LATITUD,ESTADO_INS,NOMBRE_REPRESENTANTE,CARGO_REPRESENTANTE
0965,ALCALDIA DE RIOBLANCO,890702040,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,616,RIOBLANCO,73,TOLIMA,"""Carrera 5 4-25 Rioblanco Tolima""",2256032,NULL,2256032,http://www.rioblanco-tolima.gov.co,-75.6039141811564,4.01023694155514,ACTIVA,ELISABETH  BARBOSA,NULL
0716,ALCALDIA DE LA VIRGINIA,891480027,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,400,LA VIRGINIA,66,RISARALDA,"""Carrera 8 No. 5-35  Zona Centro""",3674279,NULL,3682673,http://www.lavirginia-risaralda.gov.co,-75.870845796759,4.88888232388866,ACTIVA,JOSE  VILLADA MARIN,NULL
2779,CENTRO DE SALUD DE COELLO,809002097,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,200,COELLO,73,TOLIMA,"""CALLE 38 NUMERO 4B03 IBAGUE TOLIMA""",098886212,NULL,3157068428,NO DISPONIBLE,-74.897875,4.286261,ACTIVA,NULL,NULL
4082,EMPRESAS PUBLICAS DE ACEVEDO HUILA S.A. EMPACEVEDO S.A.,900250887,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,6,ACEVEDO,41,HUILA,"""CARRERA 4 No. 9- 27 ACEVEDO HUILA""",3115215144,NULL,NULL,NO DISPONIBLE,-75.88834,1.805165,ACTIVA,NULL,NULL
0580,ALCALDIA DE FLORESTA,800026368,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,276,FLORESTA,15,BOYACÁ,"""Cra 4 No 4 -51""",7863094,NULL,7863094,http://www.floresta-boyaca.gov.co,-72.919056,5.859347,ACTIVA,WILMAR JULIAN RINCON MARIÑO,NULL
4382,FRIGORIFICO URABA DARIEN CARIBE - FRIGOURABA LTDA,800000352,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,837,TURBO,05,ANTIOQUIA,"""Km 15 via Apartado - Currulao - Turbo""",8243413,NULL,8243413,NO DISPONIBLE,-76.728456,8.095159,ACTIVA,NULL,NULL
4716,INSTITUTO MUNICIPAL DE OBRAS CIVILES IMOC DE FLORENCIA - FUSIONADA,828000080,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,FLORENCIA,18,CAQUETÁ,"""CR 12 CLL 15 PIS0 7""",4359208,NULL,4358109,NO DISPONIBLE,-75.604236,1.615386,ACTIVA,NULL,NULL
5478,PERSONERIA DE SIACHOQUE,891801911,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,740,SIACHOQUE,15,BOYACÁ,"""Alcaldia Municipal Siachoque""",7319168,NULL,7319169,NO DISPONIBLE,-73.244834,5.511608,ACTIVA,NULL,NULL
3463,HOSPITAL LOCAL LURUACO,890103025,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,421,LURUACO,08,ATLÁNTICO,"""Carrera 20 No. 21-181""",8749080,NULL,8749080,NO DISPONIBLE,-75.142287,10.60959,ACTIVA,NULL,NULL
2500,CONCEJO DE SANTA ROSALIA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,624,SANTA ROSALÍA,99,VICHADA,"""VACarrera 7 No. 5-14 Barrio Centro Santa Rosalia - Vichada\r\n""",NULL,NULL,3118913584,http://santarosalia-vichada.gov.co,-70.864961,5.135381,ACTIVA,NULL,NULL
0613,ALCALDIA DE GOMEZ PLATA,890983938,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,310,GÓMEZ PLATA,05,ANTIOQUIA,"""Carrera 50 No 49-49""",NULL,NULL,8627522,http://www.gomezplata-antioquia.gov.co,-75.221769,6.683248,ACTIVA,JORGE ADRIAN PÉREZ ATEHORTÚA,NULL
5108,PERSONERIA DE BETEITIVA,800017288,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,92,BETÉITIVA,15,BOYACÁ,"""CARRERA 4 N 3  09 Edificio Municipal""",7700887,NULL,NULL,http://www.beteitiva-boyaca.gov.co,-72.808987,5.910362,ACTIVA,NULL,NULL
2052,CONCEJO DE TIMBIO,891500742,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,807,TIMBÍO,19,CAUCA,"""Calle 15 con Cra. 17 Esquina""",8278014,NULL,8278124,http://www.timbio-cauca.gov.co,-76.683352,2.352686,ACTIVA,NULL,NULL
0309,ALCALDIA DE CURILLO,800095757,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,205,CURILLO,18,CAQUETÁ,"""Calle 11 Nº 2-01""",0984302369,NULL,3118997062,http://curillo-caqueta.gov.co,-75.920771,1.033817,ACTIVA,Maria Edith Rivera Bermeo,NULL
0962,ALCALDIA DE RICAURTE - NARIÑO,800099127,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,612,RICAURTE,52,NARIÑO,"""Calle 3ª No. 2 - 11 Parque Centenario""",7753417,NULL,7753421,http://www.ricaurte-narino.gov.co,-77.996673,1.213605,ACTIVA,GILMAR EDER BURGOS MOREANO,NULL
1075,ALCALDIA DE SAN SEBASTIAN DE MARIQUITA,890701342,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,443,SAN SEBASTIÁN DE MARIQUITA,73,TOLIMA,"""Carrera 3 Calle 4 Esquina""",2522250,NULL,2522903,http://www.sansebastiandemariquita-tolima.gov.co,-74.886835,5.199505,ACTIVA,NULL,NULL
2147,CONCEJO DE FLANDES,800100055,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,275,FLANDES,73,TOLIMA,"""Carrera 8 calle 12 esquina""",2404935,NULL,2402974,http://flandes-tolima.gov.co,-74.812294,4.286731,ACTIVA,NULL,NULL
5474,PERSONERIA DE SAPUYES,814002721,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,720,SAPUYES,52,NARIÑO,"""Cra 3ra nro 5 - 37 Palacio Municipal""",NULL,NULL,7265763,NO DISPONIBLE,-77.619427,1.037397,ACTIVA,NULL,NULL
5781,PERSONERIA DE PACHO,899999475,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,513,PACHO,25,CUNDINAMARCA,"""Cra 16 Nº 7 - 29""",8540545,NULL,18540415,http://www.pacho-cundinamarca.gov.co,-74.152868,5.137918,ACTIVA,NULL,NULL
5764,PERSONERIA DE NEIVA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,1,NEIVA,41,HUILA,"""VACIA""",NULL,NULL,8715000,NO DISPONIBLE,-75.2809,2.934484,ACTIVA,NULL,NULL
1242,ALCALDIA DE VELEZ,890205677,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,861,VÉLEZ,68,SANTANDER,"""calle 9 no. 2-37""",7563379,NULL,5633797,http://www.velez-santander.gov.co,-73.671864,6.00915,ACTIVA,ANGELICA MARIA MATEUS SANTAMARIA,NULL
6218,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,900126860,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CALLE 52 N °  13 - 64 piso 6""",3580400,NULL,3580400,http://www.uaesp.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
9507,HOSPITAL SANTA ANA DE LOS CABALLEROS E.S.E,NULL,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,NO APLICA,41,ANSERMANUEVO,76,VALLE DEL CAUCA,NULL,NULL,NULL,NULL,www.hospitalansermanuevo.gov.co,-76.1212903546463,4.72709613634352,ACTIVA,OLGA LUCIA AGUILAR VALENCIA,NULL
0593,ALCALDIA DE FUQUENE,899999323,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,288,FÚQUENE,25,CUNDINAMARCA,"""Calle 6 No. 2 - 39""",8585009,NULL,8585007,http://www.fuquene-cundinamarca.gov.co,-73.795572,5.403917,ACTIVA,NULL,NULL
0354,UNIVERSIDAD DE CALDAS,890801063,NACIONAL,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,EDUCACIÓN,ENTE UNIVERSITARIO AUTÓNOMO,NO APLICA,1,MANIZALES,17,CALDAS,"""Calle 65 No. 26 - 10""",8781501,NULL,8781500,http://www.ucaldas.edu.co,-75.513817,5.070275,ACTIVA,FABIO HERNADO ARIAS OROZCO,NULL
4202,EMPRESA DE SERVICIOS PUBLICOS SAN PEDRO DE CARTAGO NARIÑO .,900318372,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,694,SAN PEDRO DE CARTAGO,52,NARIÑO,"""Cra. 3 No. 2 - 28 BARRIO PORVENIR""",7264791,NULL,3216460670,NO DISPONIBLE,-77.12024,1.552654,ACTIVA,NULL,NULL
5902,"PERSONERIA DE SAN FRANCISCO -- SAN FRANCISCO, ANTIOQUIA",800022791,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,652,SAN FRANCISCO,05,ANTIOQUIA,"""CALLE 11 No 9 - 61 2do PISO; Alcaldía municipal""",8323237,NULL,8323236,http://sanfrancisco-antioquia.gov.co,-75.102138,5.963428,ACTIVA,NULL,NULL
2325,CONCEJO DE PACHAVITA,800028461,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,511,PACHAVITA,15,BOYACÁ,"""cra 2.No. 2-38""",098-7592012,NULL,3142432723,http://www.pachavita-boyaca.gov.co/concejo.shtml,-73.397147,5.139941,ACTIVA,NULL,NULL
5605,PERSONERIA DE FLORIDA,815002010,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,275,FLORIDA,76,VALLE DEL CAUCA,"""VACIA""",NULL,NULL,2644696,NO DISPONIBLE,-76.235361,3.321334,ACTIVA,NULL,NULL
4510,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA ANTONIO GALO LAFAURIE CELEDON,800230542,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,VALLEDUPAR,20,CESAR,"""Calle 13 No. 5 - 48""",NULL,NULL,5766461,NO DISPONIBLE,-73.243633,10.474245,ACTIVA,NULL,NULL
3925,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE CIMITARRA,804007437,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,190,CIMITARRA,68,SANTANDER,"""CARRERA 4 No. 6-41""",6260942,NULL,6260942,NO DISPONIBLE,-73.948906,6.315209,ACTIVA,NULL,NULL
5606,PERSONERIA DE FRANCISCO PIZARRO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,520,FRANCISCO PIZARRO,52,NARIÑO,"""VACIA""",NULL,NULL,3175770509,NO DISPONIBLE,-78.64454,2.01292,ACTIVA,NULL,NULL
5191,PERSONERIA DE EL PAUJIL,828001655,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,256,EL PAUJÍL,18,CAQUETÁ,"""carrera 5 con calle 5 esquina""",4314090,NULL,4314080,http://www.elpaujil-caqueta.gov.co,-75.326698,1.571227,ACTIVA,NULL,NULL
4266,EMPRESAS PUBLICAS MUNICIPALES LA CELIA,800091379,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,383,LA CELIA,66,RISARALDA,"""Cra 7 No 16-50 Edificio Centro del Comercio Oficina 802""",3671505,NULL,3342645,NO DISPONIBLE,-76.003424,5.003233,ACTIVA,NULL,NULL
4490,"IMDERPRADERA -INSTITUTO PARA EL DEPORTE, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION EXTRAESCOLAR",815000352,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,563,PRADERA,76,VALLE DEL CAUCA,"""Calle6 Carrera 11""",2672435,NULL,2672435,NO DISPONIBLE,-76.242275,3.418186,ACTIVA,Ericka Grijalba paredes,NULL
3228,HOSPITAL  SAN JUAN DE DIOS  -TAMESIS,890980855,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,789,TÁMESIS,05,ANTIOQUIA,"""CARRERA 10 Nº 13 - 52 TÁMESIS""",8494601,NULL,8494802,NO DISPONIBLE,-75.714701,5.664999,ACTIVA,NULL,NULL
1100,ALCALDIA DE SANTACRUZ  GUACHAVES,800019685,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,699,SANTACRUZ,52,NARIÑO,"""Alcaldìa Municipal de Santacruz (Guachaves)""",7752148,NULL,3148304825,http://www.santacruz-narino.gov.co,-77.722316,1.278454,ACTIVA,MARIO FREDY ANAMA DIAZ,NULL
2019,CONCEJO DE SARAVENA,890988394,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,736,SARAVENA,81,ARAUCA,"""Calle 27 No. 15-50. Piso II""",8892446,NULL,8892055,http://www.saravena-arauca.gov.co,-71.872595,6.956107,ACTIVA,NULL,NULL
4768,"INSTITUTO DE DEPORTE, CULTURA Y TURISMO DE SUBACHOQUE",900312199,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,769,SUBACHOQUE,25,CUNDINAMARCA,"""CR 2 CL 4 ESQUINA""",8245186,NULL,8245311,http://www.idctssubachoque-cundinamarca.gov.co,-74.172465,4.929001,ACTIVA,Ingrid Paola Triana Garzon,NULL
0666,ALCALDIA DE JAMUNDI,890399046,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,364,JAMUNDÍ,76,VALLE DEL CAUCA,"""carrera 10 calle 10 esquina""",5190969,NULL,5190969,http://www.jamundi.gov.co,-76.541073,3.262084,ACTIVA,NULL,NULL
3360,HOSPITAL DE SAN ONOFRE,823000496,TERRITORIAL,DEPARTAMENTAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,713,SAN ONOFRE,70,SUCRE,"""carrera 16 No. 16-52 san onofre sucre""",2983002,NULL,2983002,NO DISPONIBLE,-75.519872,9.74084,ACTIVA,NULL,NULL
4194,EMPRESA DE RENOVACION Y DESARROLLO URBANO  DE MANIZALES S.A.S.,810000319,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,NO APLICA,1,MANIZALES,17,CALDAS,"""Calle 19 21 - 44 Piso 7""",0968720531,NULL,8720531,NO DISPONIBLE,-75.513817,5.070275,ACTIVA,NULL,NULL
6028,PERSONERIA DE TOLEDO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,819,TOLEDO,05,ANTIOQUIA,"""Carrera 10 # 10-30 Palacio Municipal Segundo Piso""",8619035,NULL,8619035,NO DISPONIBLE,-75.692104,7.010177,ACTIVA,NULL,NULL
1672,CONCEJO DE CHIQUIZA,800099723,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,232,CHÍQUIZA,15,BOYACÁ,"""CALLE 6   3  08 Palacio Municipal Chiquiza""",NULL,NULL,7426822,http://www.nodisponible.com,-73.484992,5.605474,ACTIVA,JIMER ARMANDO SUAREZ ACOSTA,NULL
5269,PERSONERIA DE ITUANGO,890982278,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,361,ITUANGO,05,ANTIOQUIA,"""Calle Berrio 19 - 08""",8643175,NULL,8643157,http://www.ituango-antioquia.gov.co,-75.76468,7.172607,ACTIVA,NULL,NULL
4323,FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA - SAN ROQUE,811015732,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,670,SAN ROQUE,05,ANTIOQUIA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.019623,6.485831,ACTIVA,NULL,NULL
1752,"CONCEJO DE CARTAGENA DE INDIAS, DISTRITO TURISTICO Y CULTURAL",806000084,TERRITORIAL,DISTRITAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO DISTRITAL,NO APLICA,1,CARTAGENA DE INDIAS,13,BOLÍVAR,"""Cl 24 10-08 Edif Galeras de la Marina""",NULL,NULL,6641569,http://concejocartagena.gov.co,-75.479426,10.391049,ACTIVA,NULL,NULL
0483,ASAMBLEA DEPARTAMENTAL DE HUILA,NULL,TERRITORIAL,DEPARTAMENTAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,ASAMBLEA DEPARTAMENTAL,NO APLICA,1,NEIVA,41,HUILA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.2809,2.934484,ACTIVA,NULL,NULL
4016,EMPRESA DE SERVICIOS PUBLICOS DE PURIFICACION - PURIFICA,809004412,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,585,PURIFICACIÓN,73,TOLIMA,"""CARRERA 4   8  15 Barrio Camellón""",2282827,NULL,2280261,http://www.purificaesp.gov.co,-74.931367,3.856684,ACTIVA,Juan Carlos Villegas Navarro,NULL
11258,FONDO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DEL MUNICIPIO DEL CARMEN DE APICALÁ TOLIMA,900098955,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,,148,CARMEN DE APICALÁ,73,TOLIMA,""" CARRERA 5 - CALLE 4 OFICINA 201""",NULL,NULL,NULL,http://www.nodisponible.com,-74.715312,4.152951,ACTIVA,PEDRO NORBERTO TRIANA ROMERO,NULL
0104,ALCALDIA DE ARBOLETES,890985623,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,51,ARBOLETES,05,ANTIOQUIA,"""Calle 31 No 29-08""",8200130,NULL,8200367,http://www.arboletes-antioquia.gov.co,-76.427089,8.850104,ACTIVA,NULL,NULL
0823,ALCALDIA DE ORITO,800102896,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,320,ORITO,86,PUTUMAYO,"""barrio Marco Fidel Suarez Orito""",4292132,NULL,3138684170,NO DISPONIBLE,-76.867266,.66644,ACTIVA,JOSE LUIS ANGULO,NULL
3066,HOSPITAL  ARSENIO REPIZO VANEGAS  - SAN AGUSTIN,891180113,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,668,SAN AGUSTÍN,41,HUILA,"""carrera 3 No 2-51 esquina San Agustin (H)""",8373033,NULL,8373417,NO DISPONIBLE,-76.270749,1.879826,ACTIVA,NULL,NULL
0195,ALCALDIA DE CARACOLI,890981107,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,142,CARACOLÍ,05,ANTIOQUIA,"""Carrera 21 No 20B  - 05""",8336026,NULL,8336025,http://www.caracoli.gov.co,-74.757618,6.408749,ACTIVA,FABIAN DARIO MARIN MONSALVE,NULL
2832,HOSPITAL LOCAL DEL BOLIVAR  -SANTANDER,804003072,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,101,BOLÍVAR,68,SANTANDER,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-73.77051,5.98982,ACTIVA,NULL,NULL
1606,CONCEJO DE CARTAGO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,147,CARTAGO,76,VALLE DEL CAUCA,"""CAM Centro de Administración Calle 8 # 6 - 52""",NULL,NULL,2114101,http://www.cartago.gov.co,-75.8855022245483,4.75431596101454,ACTIVA,NULL,NULL
2877,SAN PEDRO CLAVER DE MOGOTES,890204659,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,464,MOGOTES,68,SANTANDER,"""ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES""",7279145,NULL,3166933794,NO DISPONIBLE,-72.970517,6.474867,ACTIVA,NULL,NULL
0415,ALCALDIA DE LA UNION NARIÑO,800099102,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,399,LA UNIÓN,52,NARIÑO,"""Calle 12 No 1-20""",7265668,NULL,7265668,http://www.launion-narino.gov.co,-77.131962,1.599548,ACTIVA,FABIAN MAURICIO ECHEVERRIA PEINADO,NULL
6249,EMPRESA DE DESARROLLO URBANO - PIEDEMONTE E.I.C.M.,822004534,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,VINCULADAS,1,VILLAVICENCIO,50,META,"""Calle 37 No. 29 A 57 Centro,""",6822230,NULL,6724747,http://www.villavivienda.gov.co,-73.63769,4.151382,ACTIVA,NULL,NULL
3014,CENTRO DE SALUD SAN JOSE DE ALBAN,900131684,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,19,ALBÁN,52,NARIÑO,"""BARRIO SAN CARLOS SALIDA NORTE""",NULL,NULL,7430131,NO DISPONIBLE,-77.081636,1.473712,ACTIVA,NULL,NULL
4289,ESP EMPRESA DE SERVICIOS PUBLICOS DE HERVEO  EMPOHERVEO S.A,900325093,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,347,HERVEO,73,TOLIMA,"""cra 6 No 5-39 Barrio San Vicente Herveo Tolima""",NULL,NULL,3107540182,NO DISPONIBLE,-75.17573,5.08013,ACTIVA,NULL,NULL
4212,EMPRESA DE TRANSPORTE DEL TERCER MILENIO TRANSMILENIO S.A.,830063506,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,SOCIEDAD ANONIMA,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""AVENIDA ELDORADO 66-63""",3249570,NULL,2203000,http://www.transmilenio.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
2028,CONCEJO DE SOATA,891855016,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,753,SOATÁ,15,BOYACÁ,"""Edificio Municipal Soata""",NULL,NULL,NULL,NO DISPONIBLE,-72.68157,6.336161,ACTIVA,CARLOS BARRERA,NULL
2665,CONTRALORIA GENERAL DE BOYACA,891800721,TERRITORIAL,DEPARTAMENTAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,1,TUNJA,15,BOYACÁ,"""Calle 19 No. 9-95 piso 5to""",7422011,NULL,7422012,http://cgb.gov.co,-73.357557,5.544642,ACTIVA,NULL,NULL
5409,PERSONERIA DE RIO QUITO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,600,RÍO QUITO,27,CHOCÓ,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-76.779817,5.538086,ACTIVA,NULL,NULL
